好い,えい,5
佳い,よい,5
佳い,えい,5
吉い,よい,5
吉い,えい,5
宜い,よい,5
宜い,えい,5
,いいえ,5
否,いいえ,5
,いいや,5
否,いいや,5
,いえ,5
否,いえ,5
,いな,5
否,いな,5
,いや,5
否,いや,5
言う,いう,5
言う,ゆう,5
云う,いう,5
云う,ゆう,5
謂う,いう,5
謂う,ゆう,5
家,いえ,5
,いかが,5
如何,いかが,5
行く,いく,5
,いく,5
,ゆく,5
逝く,いく,5
逝く,ゆく,5
往く,いく,5
往く,ゆく,5
,いくつ,5
幾つ,いくつ,5
,いくら,5
幾ら,いくら,5
池,いけ,5
医者,いしゃ,5
,いす,5
椅子,いす,5
倚子,いす,5
,イス,5
忙しい,いそがしい,5
忙がしい,いそがしい,5
痛い,いたい,5
甚い,いたい,5
一,いち,5
１,いち,5
壱,いち,5
弌,いち,5
壹,いち,5
一日,いちにち,5
一日,いちじつ,5
一日,ひとひ,5
一日,ひとえ,5
１日,いちにち,5
１日,いちじつ,5
１日,ひとひ,5
１日,ひとえ,5
,いちばん,5
一番,いちばん,5
１番,いちばん,5
何時,いつ,5
,いつ,5
五日,いつか,5
５日,いつか,5
一緒,いっしょ,5
一しょ,いっしょ,5
五つ,いつつ,5
５つ,いつつ,5
伍つ,いつつ,5
,いつも,5
何時も,いつも,5
犬,いぬ,5
,いぬ,5
狗,いぬ,5
,イヌ,5
今,いま,5
意味,いみ,5
妹,いもうと,5
嫌,いや,5
嫌,や,5
厭,いや,5
厭,や,5
厭や,いや,5
,イヤ,5
入口,いりぐち,5
入口,いりくち,5
入口,はいりぐち,5
入口,はいりくち,5
入り口,いりぐち,5
入り口,いりくち,5
入り口,はいりぐち,5
入り口,はいりくち,5
居る,いる,5
要る,いる,5
入れる,いれる,5
容れる,いれる,5
函れる,いれる,5
色,いろ,5
,いろいろ,5
色々,いろいろ,5
色色,いろいろ,5
上,うえ,5
後ろ,うしろ,5
後,うしろ,5
薄い,うすい,5
歌,うた,5
唄,うた,5
詩,うた,5
歌う,うたう,5
唄う,うたう,5
謡う,うたう,5
詠う,うたう,5
唱う,うたう,5
生まれる,うまれる,5
産まれる,うまれる,5
生れる,うまれる,5
産れる,うまれる,5
海,うみ,5
海,み,5
海,わた,5
海,わだ,5
売る,うる,5
煩い,うるさい,5
,うるさい,5
五月蝿い,うるさい,5
五月蠅い,うるさい,5
煩さい,うるさい,5
,ウルサイ,5
,うっさい,5
上着,うわぎ,5
上衣,うわぎ,5
上衣,じょうい,5
表着,うわぎ,5
絵,え,5
画,え,5
画,が,5
映画,えいが,5
映画館,えいがかん,5
英語,えいご,5
,ええ,5
,えー,5
駅,えき,5
驛,えき,5
,エレベーター,5
,エレベータ,5
鉛筆,えんぴつ,5
,エンピツ,5
,おいしい,5
美味しい,おいしい,5
,オイシイ,5
多い,おおい,5
大きい,おおきい,5
大きな,おおきな,5
大勢,おおぜい,5
大勢,たいぜい,5
大ぜい,おおぜい,5
大ぜい,たいぜい,5
お母さん,おかあさん,5
御母さん,おかあさん,5
お菓子,おかし,5
御菓子,おかし,5
お金,おかね,5
御金,おかね,5
起きる,おきる,5
置く,おく,5
,おく,5
奥さん,おくさん,5
お酒,おさけ,5
御酒,おさけ,5
御酒,ごしゅ,5
お皿,おさら,5
,おじいさん,5
お祖父さん,おじいさん,5
お爺さん,おじいさん,5
御爺さん,おじいさん,5
御祖父さん,おじいさん,5
教える,おしえる,5
訓える,おしえる,5
,おじさん,5
伯父さん,おじさん,5
叔父さん,おじさん,5
小父さん,おじさん,5
,オジサン,5
,オジさん,5
押す,おす,5
圧す,おす,5
捺す,おす,5
遅い,おそい,5
鈍い,おそい,5
晩い,おそい,5
遲い,おそい,5
お茶,おちゃ,5
御茶,おちゃ,5
お手洗い,おてあらい,5
御手洗い,おてあらい,5
お父さん,おとうさん,5
お父さん,おとっさん,5
御父さん,おとうさん,5
御父さん,おとっさん,5
弟,おとうと,5
弟,てい,5
男,おとこ,5
男,おっこ,5
男の子,おとこのこ,5
男のコ,おとこのコ,5
男の児,おとこのこ,5
一昨日,おととい,5
一昨日,おとつい,5
一昨日,いっさくじつ,5
一昨年,おととし,5
一昨年,いっさくねん,5
おと年,おととし,5
大人,おとな,5
大人,だいにん,5
,おなか,5
お腹,おなか,5
御腹,おなか,5
お中,おなか,5
御中,おなか,5
同じ,おなじ,5
同じ,おんなじ,5
お兄さん,おにいさん,5
御兄さん,おにいさん,5
お姉さん,おねえさん,5
お姐さん,おねえさん,5
御姉さん,おねえさん,5
御姐さん,おねえさん,5
,おばあさん,5
お祖母さん,おばあさん,5
お婆さん,おばあさん,5
御祖母さん,おばあさん,5
御婆さん,おばあさん,5
,おばーさん,5
伯母さん,おばさん,5
,おばさん,5
叔母さん,おばさん,5
お風呂,おふろ,5
御風呂,おふろ,5
お弁当,おべんとう,5
御弁当,おべんとう,5
覚える,おぼえる,5
憶える,おぼえる,5
,おまわりさん,5
お巡りさん,おまわりさん,5
御巡りさん,おまわりさん,5
重い,おもい,5
,おもしろい,5
面白い,おもしろい,5
泳ぐ,およぐ,5
游ぐ,およぐ,5
降りる,おりる,5
下りる,おりる,5
終る,おわる,5
終わる,おわる,5
了わる,おわる,5
卒わる,おわる,5
畢わる,おわる,5
竟わる,おわる,5
了る,おわる,5
卒る,おわる,5
畢る,おわる,5
竟る,おわる,5
音楽,おんがく,5
女,おんな,5
女,おみな,5
女,おうな,5
女,うみな,5
女,おな,5
女の子,おんなのこ,5
女のコ,おんなのコ,5
女の児,おんなのこ,5
外国,がいこく,5
外国,そとぐに,5
外国人,がいこくじん,5
会社,かいしゃ,5
階段,かいだん,5
買い物,かいもの,5
買い物,かいもん,5
買物,かいもの,5
買物,かいもん,5
買いもの,かいもの,5
買いもの,かいもん,5
買いもん,かいもん,5
買う,かう,5
返す,かえす,5
反す,かえす,5
帰る,かえる,5
還る,かえる,5
歸る,かえる,5
掛かる,かかる,5
,かかる,5
懸かる,かかる,5
掛る,かかる,5
懸る,かかる,5
鍵,かぎ,5
鑰,かぎ,5
,カギ,5
書く,かく,5
学生,がくせい,5
掛ける,かける,5
,かける,5
懸ける,かける,5
傘,かさ,5
貸す,かす,5
藉す,かす,5
風,かぜ,5
風邪,かぜ,5
風邪,ふうじゃ,5
家族,かぞく,5
方,かた,5
学校,がっこう,5
學校,がっこう,5
,カップ,5
家庭,かてい,5
角,かど,5
鞄,かばん,5
,かばん,5
,カバン,5
花瓶,かびん,5
花瓶,はながめ,5
花瓶,かへい,5
花びん,かびん,5
紙,かみ,5
,カメラ,5
,キャメラ,5
火曜日,かようび,5
辛い,からい,5
体,からだ,5
身体,からだ,5
躰,からだ,5
躯,からだ,5
借りる,かりる,5
軽い,かるい,5
軽い,かろい,5
,カレー,5
咖哩,カレー,5
,カリー,5
咖哩,カリー,5
,カレンダー,5
,カレンダ,5
川,かわ,5
川,がわ,5
河,がわ,5
河,かわ,5
,かわいい,5
可愛い,かわいい,5
,かわゆい,5
可愛い,かわゆい,5
,カワイイ,5
,カワイい,5
漢字,かんじ,5
木,き,5
樹,き,5
黄色,きいろ,5
黄色,こうしょく,5
黄色,おうしょく,5
黄色い,きいろい,5
黄いろい,きいろい,5
消える,きえる,5
聞く,きく,5
聴く,きく,5
北,きた,5
,ギター,5
汚い,きたない,5
穢い,きたない,5
汚ない,きたない,5
喫茶店,きっさてん,5
喫茶店,きっちゃてん,5
切手,きって,5
切符,きっぷ,5
昨日,きのう,5
昨日,さくじつ,5
九,きゅう,5
九,ここの,5
九,この,5
九,ここ,5
９,きゅう,5
９,く,5
９,ここの,5
９,この,5
９,ここ,5
玖,きゅう,5
玖,く,5
玖,ここの,5
玖,この,5
玖,ここ,5
九,く,5
牛肉,ぎゅうにく,5
牛乳,ぎゅうにゅう,5
今日,きょう,5
今日,こんにち,5
今日,こんち,5
今日,こんじつ,5
教室,きょうしつ,5
兄弟,きょうだい,5
兄弟,けいてい,5
去年,きょねん,5
去年,こぞ,5
嫌い,きらい,5
,きらい,5
切る,きる,5
着る,きる,5
著る,きる,5
,きれい,5
綺麗,きれい,5
奇麗,きれい,5
暉麗,きれい,5
,キレイ,5
,キロ,5
,キログラム,5
瓩,キログラム,5
,キロメートル,5
粁,キロメートル,5
,キロメイトル,5
粁,キロメイトル,5
キロ米,キロメートル,5
キロ米,キロメイトル,5
銀行,ぎんこう,5
金曜日,きんようび,5
薬,くすり,5
,ください,5
下さい,ください,5
果物,くだもの,5
果物,かぶつ,5
菓物,くだもの,5
口,くち,5
靴,くつ,5
沓,くつ,5
履,くつ,5
鞋,くつ,5
靴下,くつした,5
くつ下,くつした,5
沓下,くつした,5
国,くに,5
邦,くに,5
國,くに,5
曇り,くもり,5
曇,くもり,5
曇る,くもる,5
暗い,くらい,5
昏い,くらい,5
冥い,くらい,5
闇い,くらい,5
,クラス,5
,グラム,5
瓦,グラム,5
来る,くる,5
,くる,5
來る,くる,5
車,くるま,5
黒,くろ,5
黒い,くろい,5
警官,けいかん,5
今朝,けさ,5
今朝,こんちょう,5
消す,けす,5
結構,けっこう,5
結婚,けっこん,5
月曜日,げつようび,5
玄関,げんかん,5
玄關,げんかん,5
元気,げんき,5
五,ご,5
五,いつ,5
五,い,5
５,ご,5
５,いつ,5
５,い,5
伍,ご,5
伍,いつ,5
伍,い,5
公園,こうえん,5
交差点,こうさてん,5
交叉点,こうさてん,5
紅茶,こうちゃ,5
交番,こうばん,5
声,こえ,5
聲,こえ,5
,コート,5
,コーヒー,5
珈琲,コーヒー,5
此処,ここ,5
,ここ,5
此所,ここ,5
是,ここ,5
茲,ここ,5
爰,ここ,5
午後,ごご,5
午后,ごご,5
九日,ここのか,5
九日,ここぬか,5
９日,ここのか,5
９日,ここぬか,5
九つ,ここのつ,5
９つ,ここのつ,5
午前,ごぜん,5
答える,こたえる,5
,こちら,5
此方,こちら,5
,こっち,5
,こち,5
此方,こち,5
此方,こっち,5
,コップ,5
今年,ことし,5
今年,こんねん,5
言葉,ことば,5
言葉,けとば,5
詞,ことば,5
辞,ことば,5
子供,こども,5
子ども,こども,5
小供,こども,5
此の,この,5
,この,5
斯の,この,5
,こん,5
御飯,ごはん,5
ご飯,ごはん,5
,コピー,5
困る,こまる,5
,これ,5
今月,こんげつ,5
今週,こんしゅう,5
,こんな,5
今晩,こんばん,5
,さあ,5
,さー,5
,さぁ,5
財布,さいふ,5
魚,さかな,5
魚,うお,5
先,さき,5
前,さき,5
先き,さき,5
咲く,さく,5
作文,さくぶん,5
差す,さす,5
雑誌,ざっし,5
砂糖,さとう,5
寒い,さむい,5
寒い,さぶい,5
さ来年,さらいねん,5
再来年,さらいねん,5
三,さん,5
三,み,5
３,さん,5
３,み,5
参,さん,5
参,み,5
弎,さん,5
弎,み,5
散歩,さんぽ,5
四,し,5
四,よ,5
４,し,5
肆,し,5
四,よん,5
塩,しお,5
然し,しかし,5
,しかし,5
併し,しかし,5
時間,じかん,5
仕事,しごと,5
辞書,じしょ,5
静か,しずか,5
閑か,しずか,5
下,した,5
七,しち,5
七,ひち,5
七,な,5
７,しち,5
７,なな,5
７,ひち,5
７,な,5
漆,しち,5
漆,なな,5
漆,ひち,5
漆,な,5
柒,しち,5
柒,なな,5
柒,ひち,5
柒,な,5
七,なな,5
質問,しつもん,5
自転車,じてんしゃ,5
自転車,じでんしゃ,5
自動車,じどうしゃ,5
死ぬ,しぬ,5
字引,じびき,5
字引き,じびき,5
自分,じぶん,5
閉まる,しまる,5
締まる,しまる,5
緊まる,しまる,5
閉める,しめる,5
締める,しめる,5
,じゃ,5
,じゃあ,5
写真,しゃしん,5
寫眞,しゃしん,5
寫真,しゃしん,5
,シャツ,5
,シャワー,5
十,じゅう,5
十,と,5
１０,じゅう,5
１０,とお,5
拾,じゅう,5
一〇,じゅう,5
十,とお,5
授業,じゅぎょう,5
宿題,しゅくだい,5
上手,じょうず,5
上手,じょうて,5
上手,じょうしゅ,5
丈夫,じょうぶ,5
,しょうゆ,5
醤油,しょうゆ,5
醤油,しょうゆう,5
しょう油,しょうゆ,5
しょう油,しょうゆう,5
醬油,しょうゆ,5
醬油,しょうゆう,5
正油,しょうゆ,5
正油,しょうゆう,5
,しょゆ,5
,しょゆう,5
食堂,しょくどう,5
知る,しる,5
識る,しる,5
白,しろ,5
白い,しろい,5
新聞,しんぶん,5
水曜日,すいようび,5
吸う,すう,5
喫う,すう,5
,スカート,5
好き,すき,5
少ない,すくない,5
少い,すくない,5
尠い,すくない,5
寡い,すくない,5
,すぐに,5
直ぐに,すぐに,5
少し,すこし,5
寡し,すこし,5
些し,すこし,5
涼しい,すずしい,5
,ストーブ,5
,スプーン,5
,スプン,5
,スポーツ,5
,ズボン,5
住む,すむ,5
,スリッパ,5
為る,する,5
,する,5
座る,すわる,5
坐る,すわる,5
据わる,すわる,5
据る,すわる,5
背,せ,5
脊,せ,5
生徒,せいと,5
,セーター,5
,スエーター,5
,セエター,5
石鹸,せっけん,5
石けん,せっけん,5
石鹼,せっけん,5
背広,せびろ,5
脊広,せびろ,5
,セビロ,5
狭い,せまい,5
,ゼロ,5
０,ゼロ,5
〇,ゼロ,5
零,ゼロ,5
千,せん,5
千,ち,5
阡,せん,5
仟,せん,5
先月,せんげつ,5
先週,せんしゅう,5
先生,せんせい,5
洗濯,せんたく,5
洗濯,せんだく,5
洗たく,せんたく,5
全部,ぜんぶ,5
掃除,そうじ,5
,そうして,5
然うして,そうして,5
,そして,5
然して,そして,5
,しかして,5
然して,しかして,5
而して,そして,5
而して,しかして,5
其処,そこ,5
,そこ,5
其所,そこ,5
,そちら,5
其方,そちら,5
其方,そっち,5
,そなた,5
其方,そなた,5
,そち,5
其方,そち,5
,そっち,5
外,そと,5
外,と,5
其の,その,5
,その,5
,そん,5
側,そば,5
,そば,5
,そく,5
側,そく,5
,はた,5
側,はた,5
傍,そば,5
傍,はた,5
端,はた,5
空,そら,5
虚,そら,5
,それ,5
,それっ,5
,それから,5
其れから,それから,5
,それでは,5
其れでは,それでは,5
,それじゃ,5
其れじゃ,それじゃ,5
,それじゃあ,5
其じゃあ,それじゃあ,5
大学,だいがく,5
大學,だいがく,5
大使館,たいしかん,5
大丈夫,だいじょうぶ,5
大丈夫,だいじょぶ,5
大好き,だいすき,5
大切,たいせつ,5
大切,たいせち,5
台所,だいどころ,5
台所,だいどこ,5
臺處,だいどころ,5
臺處,だいどこ,5
大変,たいへん,5
大へん,たいへん,5
高い,たかい,5
高価い,たかい,5
,たくさん,5
沢山,たくさん,5
,タクシー,5
出す,だす,5
立つ,たつ,5
発つ,たつ,5
縦,たて,5
竪,たて,5
経,たて,5
,タテ,5
建物,たてもの,5
楽しい,たのしい,5
愉しい,たのしい,5
娯しい,たのしい,5
頼む,たのむ,5
恃む,たのむ,5
憑む,たのむ,5
,たばこ,5
煙草,たばこ,5
,えんそう,5
煙草,えんそう,5
莨,たばこ,5
烟草,たばこ,5
烟草,えんそう,5
,タバコ,5
多分,たぶん,5
食べ物,たべもの,5
食べもの,たべもの,5
食べる,たべる,5
喰べる,たべる,5
卵,たまご,5
玉子,たまご,5
誰,だれ,5
誰,だあれ,5
誰,たれ,5
誰,た,5
誰か,だれか,5
誕生日,たんじょうび,5
,だんだん,5
小さい,ちいさい,5
小さな,ちいさな,5
近い,ちかい,5
違う,ちがう,5
近く,ちかく,5
地下鉄,ちかてつ,5
地図,ちず,5
茶色,ちゃいろ,5
ちゃ色,ちゃいろ,5
茶いろ,ちゃいろ,5
,ちゃわん,5
茶碗,ちゃわん,5
茶わん,ちゃわん,5
丁度,ちょうど,5
,ちょうど,5
恰度,ちょうど,5
,ちょっと,5
一寸,ちょっと,5
,ちょと,5
一寸,ちょと,5
鳥渡,ちょっと,5
鳥渡,ちょと,5
,チョット,5
,ちょいと,5
,チョッと,5
一日,ついたち,5
一日,いっぴ,5
１日,ついたち,5
朔日,ついたち,5
朔日,さくじつ,5
朔,ついたち,5
使う,つかう,5
遣う,つかう,5
疲れる,つかれる,5
次,つぎ,5
着く,つく,5
机,つくえ,5
机,つき,5
案,つくえ,5
作る,つくる,5
造る,つくる,5
創る,つくる,5
付ける,つける,5
,つける,5
着ける,つける,5
附ける,つける,5
勤める,つとめる,5
務める,つとめる,5
,つまらない,5
詰らない,つまらない,5
詰まらない,つまらない,5
冷たい,つめたい,5
冷たい,つべたい,5
強い,つよい,5
手,て,5
,テープ,5
,テーブル,5
,テープレコーダー,5
,テープレコーダ,5
,テープ・レコーダー,5
,テープ・レコーダ,5
出かける,でかける,5
出掛ける,でかける,5
手紙,てがみ,5
出来る,できる,5
,できる,5
出きる,できる,5
出來る,できる,5
出口,でぐち,5
,テスト,5
,では,5
,デパート,5
,でも,5
出る,でる,5
,テレビ,5
天気,てんき,5
電気,でんき,5
電車,でんしゃ,5
電話,でんわ,5
戸,と,5
門,と,5
,ドア,5
,ドアー,5
,トイレ,5
如何,どう,5
,どう,5
,どうして,5
如何して,どうして,5
,どうぞ,5
動物,どうぶつ,5
,どうも,5
遠い,とおい,5
十日,とおか,5
１０日,とおか,5
時々,ときどき,5
時時,ときどき,5
時どき,ときどき,5
時計,とけい,5
時計,ときはかり,5
土圭,とけい,5
,どこ,5
何処,どこ,5
,いずこ,5
何処,いずこ,5
,いずく,5
何処,いずく,5
,いづこ,5
何処,いづこ,5
,いどこ,5
何処,いどこ,5
何所,どこ,5
何所,いどこ,5
何處,どこ,5
何處,いどこ,5
所,ところ,5
,ところ,5
所,とこ,5
,とこ,5
処,ところ,5
處,ところ,5
年,とし,5
歳,とし,5
図書館,としょかん,5
図書館,ずしょかん,5
,どちら,5
何方,どちら,5
何方,どっち,5
,いずかた,5
何方,いずかた,5
,いずち,5
何方,いずち,5
,どち,5
何方,どち,5
,いずし,5
何方,いずし,5
,なにざま,5
何方,なにざま,5
孰方,どちら,5
孰方,どっち,5
孰方,いずかた,5
孰方,いずち,5
孰方,どち,5
孰方,いずし,5
孰方,なにざま,5
,どっち,5
,とても,5
迚も,とても,5
,とっても,5
迚も,とっても,5
,どなた,5
何方,どなた,5
隣,となり,5
隣り,となり,5
鄰,となり,5
何の,どの,5
,どの,5
飛ぶ,とぶ,5
跳ぶ,とぶ,5
翔ぶ,とぶ,5
止まる,とまる,5
留まる,とまる,5
停まる,とまる,5
駐まる,とまる,5
止る,とまる,5
留る,とまる,5
友達,ともだち,5
友だち,ともだち,5
土曜日,どようび,5
鳥,とり,5
鶏,とり,5
禽,とり,5
,トリ,5
とり肉,とりにく,5
鶏肉,とりにく,5
鶏肉,けいにく,5
鳥肉,とりにく,5
鳥肉,ちょうにく,5
取る,とる,5
撮る,とる,5
録る,とる,5
,どれ,5
何れ,どれ,5
,ナイフ,5
中,なか,5
長い,ながい,5
永い,ながい,5
鳴く,なく,5
啼く,なく,5
無くす,なくす,5
,なくす,5
失くす,なくす,5
,なぜ,5
何故,なぜ,5
,なにゆえ,5
何故,なにゆえ,5
何ゆえ,なにゆえ,5
夏,なつ,5
夏休み,なつやすみ,5
,など,5
等,など,5
抔,など,5
七つ,ななつ,5
７つ,ななつ,5
七日,なのか,5
七日,なぬか,5
７日,なのか,5
７日,なぬか,5
名前,なまえ,5
名まえ,なまえ,5
習う,ならう,5
並ぶ,ならぶ,5
列ぶ,ならぶ,5
双ぶ,ならぶ,5
並べる,ならべる,5
双べる,ならべる,5
,なる,5
何,なん,5
何,なに,5
二,に,5
二,ふた,5
二,ふ,5
二,ふう,5
２,に,5
２,ふた,5
２,ふ,5
２,ふう,5
弐,に,5
弐,ふた,5
弐,ふ,5
弐,ふう,5
弍,に,5
弍,ふた,5
弍,ふ,5
弍,ふう,5
貳,に,5
貳,ふた,5
貳,ふ,5
貳,ふう,5
貮,に,5
貮,ふた,5
貮,ふ,5
貮,ふう,5
賑やか,にぎやか,5
肉,にく,5
西,にし,5
日曜日,にちようび,5
荷物,にもつ,5
,ニュース,5
,ニューズ,5
庭,にわ,5
脱ぐ,ぬぐ,5
温い,ぬるい,5
,ぬるい,5
,ぬくい,5
温い,ぬくい,5
緩い,ぬるい,5
微温い,ぬるい,5
,ネクタイ,5
猫,ねこ,5
,ねこ,5
,ネコ,5
寝る,ねる,5
寐る,ねる,5
,ノート,5
登る,のぼる,5
上る,のぼる,5
昇る,のぼる,5
陞る,のぼる,5
飲み物,のみもの,5
飲みもの,のみもの,5
飲物,のみもの,5
飲む,のむ,5
呑む,のむ,5
飮む,のむ,5
乗る,のる,5
乘る,のる,5
歯,は,5
齒,は,5
,パーティー,5
,パーティ,5
,はい,5
灰皿,はいざら,5
入る,はいる,5
這入る,はいる,5
葉書,はがき,5
,はがき,5
葉書き,はがき,5
端書,はがき,5
端書き,はがき,5
,ハガキ,5
履く,はく,5
佩く,はく,5
穿く,はく,5
着く,はく,5
帯く,はく,5
箱,はこ,5
函,はこ,5
匣,はこ,5
筥,はこ,5
筐,はこ,5
凾,はこ,5
,ハコ,5
橋,はし,5
箸,はし,5
始まる,はじまる,5
初め,はじめ,5
,はじめ,5
始め,はじめ,5
初めて,はじめて,5
始めて,はじめて,5
甫めて,はじめて,5
走る,はしる,5
奔る,はしる,5
趨る,はしる,5
,バス,5
,バター,5
二十歳,はたち,5
２０歳,はたち,5
二十,はたち,5
廿,はたち,5
働く,はたらく,5
八,はち,5
八,や,5
８,はち,5
８,や,5
捌,はち,5
捌,や,5
二十日,はつか,5
２０日,はつか,5
廿日,はつか,5
花,はな,5
華,はな,5
鼻,はな,5
話,はなし,5
話し,はなし,5
咄,はなし,5
噺,はなし,5
話す,はなす,5
咄す,はなす,5
早い,はやい,5
疾い,はやい,5
捷い,はやい,5
速い,はやい,5
春,はる,5
貼る,はる,5
張る,はる,5
晴れ,はれ,5
晴,はれ,5
霽れ,はれ,5
晴れる,はれる,5
霽れる,はれる,5
半,はん,5
晩,ばん,5
,パン,5
,ハンカチ,5
,ハンケチ,5
番号,ばんごう,5
晩御飯,ばんごはん,5
晩ご飯,ばんごはん,5
晩ごはん,ばんごはん,5
半分,はんぶん,5
東,ひがし,5
東,ひむかし,5
東,ひんがし,5
引く,ひく,5
曳く,ひく,5
牽く,ひく,5
弾く,ひく,5
低い,ひくい,5
飛行機,ひこうき,5
左,ひだり,5
人,ひと,5
,ひと,5
,ヒト,5
一つ,ひとつ,5
１つ,ひとつ,5
一,ひとつ,5
一月,ひとつき,5
一月,いちげつ,5
ひと月,ひとつき,5
一人,ひとり,5
,ひとり,5
一人,いちにん,5
１人,ひとり,5
１人,いちにん,5
独り,ひとり,5
暇,ひま,5
暇,いとま,5
閑,ひま,5
遑,いとま,5
,ヒマ,5
百,ひゃく,5
１００,ひゃく,5
百,もも,5
陌,ひゃく,5
陌,はく,5
佰,ひゃく,5
佰,はく,5
一〇〇,ひゃく,5
病院,びょういん,5
病気,びょうき,5
病氣,びょうき,5
昼,ひる,5
午,ひる,5
晝,ひる,5
昼御飯,ひるごはん,5
昼ご飯,ひるごはん,5
昼ごはん,ひるごはん,5
広い,ひろい,5
弘い,ひろい,5
廣い,ひろい,5
宏い,ひろい,5
,フィルム,5
,フイルム,5
封筒,ふうとう,5
,プール,5
,フォーク,5
,ホーク,5
吹く,ふく,5
服,ふく,5
二つ,ふたつ,5
２つ,ふたつ,5
豚肉,ぶたにく,5
豚肉,とんにく,5
ぶた肉,ぶたにく,5
二人,ふたり,5
二人,ににん,5
２人,ふたり,5
２人,ににん,5
二日,ふつか,5
２日,ふつか,5
太い,ふとい,5
冬,ふゆ,5
降る,ふる,5
古い,ふるい,5
故い,ふるい,5
旧い,ふるい,5
風呂,ふろ,5
文章,ぶんしょう,5
文章,もんじょう,5
文章,もんぞう,5
,ページ,5
頁,ページ,5
下手,へた,5
,ヘタ,5
,ベッド,5
,ペット,5
部屋,へや,5
辺,へん,5
,ペン,5
勉強,べんきょう,5
便利,べんり,5
帽子,ぼうし,5
,ボールペン,5
,ボール・ペン,5
,ほか,5
他,ほか,5
外,ほか,5
,ポケット,5
欲しい,ほしい,5
,ほしい,5
,ポスト,5
細い,ほそい,5
,ボタン,5
,ぼたん,5
牡丹,ぼたん,5
,ホテル,5
本,ほん,5
本棚,ほんだな,5
本当,ほんとう,5
本当,ほんと,5
本當,ほんとう,5
本當,ほんと,5
,ホント,5
,ホントー,5
,ホントウ,5
毎朝,まいあさ,5
毎朝,まいちょう,5
毎月,まいげつ,5
毎月,まいつき,5
毎週,まいしゅう,5
毎日,まいにち,5
毎年,まいねん,5
毎年,まいとし,5
毎晩,まいばん,5
前,まえ,5
曲る,まがる,5
曲がる,まがる,5
不味い,まずい,5
,まずい,5
,マズイ,5
,マズい,5
又,また,5
,また,5
亦,また,5
復,また,5
,まだ,5
未だ,まだ,5
,いまだ,5
未だ,いまだ,5
町,まち,5
町,ちょう,5
街,まち,5
待つ,まつ,5
俟つ,まつ,5
,まっすぐ,5
真っ直ぐ,まっすぐ,5
真っすぐ,まっすぐ,5
真っ直,まっすぐ,5
真直ぐ,まっすぐ,5
真すぐ,まっすぐ,5
,マッチ,5
窓,まど,5
窗,まど,5
牖,まど,5
丸い,まるい,5
丸い,まろい,5
円い,まろい,5
円い,まるい,5
万,まん,5
万,よろず,5
萬,まん,5
萬,よろず,5
万年筆,まんねんひつ,5
万年筆,まんねんぴつ,5
万年筆,まんねんふで,5
磨く,みがく,5
研く,みがく,5
琢く,みがく,5
右,みぎ,5
短い,みじかい,5
短かい,みじかい,5
水,みず,5
水,み,5
店,みせ,5
見世,みせ,5
見せる,みせる,5
